"","Player","G","GS","MP","FG","FGA","FG%","2P","2PA","2P%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","school"
"2820","William Dunn",25,13,15,2.3,4.2,0.558,1.8,2.6,0.703,0.5,1.6,0.325,0.5,0.7,0.706,1.2,1.9,3,0.3,0.2,0.5,0.7,1.3,5.6,"https://www.sports-reference.com/cbb/schools/youngstown-state/2022.html"
"2821","Myles Hunter",33,14,18.2,2.3,4.8,0.481,1.9,3.3,0.569,0.5,1.5,0.294,0.4,0.6,0.7,0.4,2.5,2.9,0.6,0.5,0.1,0.6,1.5,5.5,"https://www.sports-reference.com/cbb/schools/youngstown-state/2022.html"
"2822","Chris Shelton",30,0,11.1,1.5,4,0.364,0.5,0.8,0.583,1,3.2,0.309,0.2,0.2,1,0.6,1.2,1.8,0.4,0.2,0.1,0.3,0.8,4.2,"https://www.sports-reference.com/cbb/schools/youngstown-state/2022.html"
"2823","Luke Chicone",26,0,12.5,1.1,2.6,0.412,1,2.2,0.456,0.1,0.4,0.182,0.4,0.8,0.5,0.2,1.3,1.5,2.2,0.5,0.1,0.7,1.1,2.7,"https://www.sports-reference.com/cbb/schools/youngstown-state/2022.html"
"2824","Owen Long",30,0,9.6,1,2.3,0.42,0.5,1.1,0.469,0.5,1.2,0.378,0.3,0.5,0.571,0.4,1,1.4,0.7,0.4,0,0.4,0.9,2.7,"https://www.sports-reference.com/cbb/schools/youngstown-state/2022.html"
"2825","Daniel Ogoro",30,4,18.2,1,2.5,0.392,0.5,0.9,0.538,0.5,1.6,0.313,0.2,0.7,0.333,0.3,1.2,1.5,1,0.3,0.1,0.7,2,2.7,"https://www.sports-reference.com/cbb/schools/youngstown-state/2022.html"
"2826","Jamir Thomas",27,1,8.1,1.1,1.7,0.638,1.1,1.7,0.667,0,0.1,0,0.3,0.6,0.438,1,1.4,2.4,0.3,0.3,0.3,0.5,1.9,2.5,"https://www.sports-reference.com/cbb/schools/youngstown-state/2022.html"
"2827","Jacori Owens",11,0,7.3,0.5,1,0.545,0.5,1,0.545,0,0,NA,1.1,1.7,0.632,0.7,0.5,1.2,0.3,0.2,0.3,0.6,1.5,2.2,"https://www.sports-reference.com/cbb/schools/youngstown-state/2022.html"
"2828","Damaria Franklin",28,26,31.5,7,15.7,0.449,5.4,10,0.534,1.7,5.6,0.297,2.1,3.1,0.667,1.1,5.8,6.9,2.5,1.3,0.9,2.7,3.1,17.8,"https://www.sports-reference.com/cbb/schools/illinois-chicago/2022.html"
"2829","Kevin Johnson",27,27,35.1,4.9,10.9,0.447,3.2,6.1,0.524,1.7,4.8,0.349,1.8,2.4,0.727,0.3,2.7,3,4.9,1.2,0.2,2.2,2,13.1,"https://www.sports-reference.com/cbb/schools/illinois-chicago/2022.html"
"2830","Zion Griffin",28,19,27.4,4.1,8,0.507,2.9,4.3,0.661,1.2,3.7,0.327,1.8,2.8,0.636,1.8,2.2,4,1.1,0.7,0.6,1,2.2,11.1,"https://www.sports-reference.com/cbb/schools/illinois-chicago/2022.html"
"2831","Jalen Warren",28,9,24.3,2.8,6.9,0.401,2,4.4,0.452,0.8,2.4,0.309,2.2,2.6,0.849,0.3,2.4,2.7,3.5,0.7,0.3,1.9,1.9,8.5,"https://www.sports-reference.com/cbb/schools/illinois-chicago/2022.html"
"2832","Jace Carter",21,17,25.1,2.9,6.7,0.433,1.7,3.5,0.479,1.2,3.2,0.382,1,1.5,0.688,2.2,3.2,5.4,0.6,0.7,0.6,1.1,2.7,8.1,"https://www.sports-reference.com/cbb/schools/illinois-chicago/2022.html"
"2833","Filip Skobalj",29,22,20.2,2.3,5.5,0.421,0.8,1.5,0.558,1.5,4,0.371,0.1,0.2,0.8,1,2.5,3.4,1.3,0.5,0.2,1,1.8,6.2,"https://www.sports-reference.com/cbb/schools/illinois-chicago/2022.html"
"2834","Michael Diggins",27,10,23.3,2.4,5.1,0.482,2.2,3.9,0.566,0.2,1.1,0.194,1,1.4,0.667,1.6,3.3,4.9,1,0.5,1.3,1.6,2.3,6.1,"https://www.sports-reference.com/cbb/schools/illinois-chicago/2022.html"
"2835","Marcus Larsson",5,0,7.8,2,2.6,0.769,2,2.4,0.833,0,0.2,0,1.2,1.2,1,1,1.4,2.4,0.4,0.2,0.4,0.6,1.8,5.2,"https://www.sports-reference.com/cbb/schools/illinois-chicago/2022.html"
"2836","Jamie Ahale",30,18,23.9,1.6,5.1,0.312,0.1,0.4,0.273,1.5,4.8,0.315,0.3,0.4,0.692,0.1,2.1,2.1,0.7,0.5,0.2,0.6,1.6,5,"https://www.sports-reference.com/cbb/schools/illinois-chicago/2022.html"
"2837","Brandon Battle",17,2,9.6,1,1.9,0.515,1,1.9,0.515,0,0,NA,0.1,0.2,0.333,0.4,1.4,1.8,0.3,0.2,0.2,0.7,1.4,2.1,"https://www.sports-reference.com/cbb/schools/illinois-chicago/2022.html"
"2838","Jalen Johnson",12,0,6.4,0.6,1.7,0.35,0.3,0.5,0.5,0.3,1.2,0.286,0.6,0.8,0.778,0,0.8,0.8,0.5,0.1,0.2,0.3,0.3,2.1,"https://www.sports-reference.com/cbb/schools/illinois-chicago/2022.html"
"2839","Griffin Yaklich",11,0,4.4,0.3,0.5,0.6,0.3,0.4,0.75,0,0.1,0,0,0.4,0,0,0.2,0.2,0.1,0.1,0,0.3,0.6,0.5,"https://www.sports-reference.com/cbb/schools/illinois-chicago/2022.html"
"2840","Brad Bowditch",3,0,2.3,0,1.3,0,0,0.3,0,0,1,0,0,0,NA,0,0.7,0.7,0.3,0,0,0.3,0,0,"https://www.sports-reference.com/cbb/schools/illinois-chicago/2022.html"
"2841","DeAndre Gholston",31,30,32.6,5,13.8,0.361,3.2,8.1,0.389,1.8,5.6,0.32,2.6,3.3,0.784,0.6,3.7,4.4,2.1,0.8,0.2,2.1,2.2,14.3,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2842","Patrick Baldwin Jr.",11,10,28.5,4.1,11.9,0.344,2.5,6.1,0.418,1.5,5.8,0.266,2.4,3.2,0.743,0.9,4.9,5.8,1.5,0.8,0.8,2.1,1.5,12.1,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2843","Josh Thomas",29,5,23.6,3.8,8,0.476,3.6,7.2,0.505,0.2,0.8,0.217,1.1,1.6,0.711,0.8,3,3.8,1.1,0.7,0.2,1.1,1,8.9,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2844","Donovan Newby",32,23,26,2.4,5.7,0.425,1,2,0.484,1.4,3.7,0.393,2,2.2,0.901,0.1,1.7,1.8,2.3,1,0.1,1,2,8.3,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2845","Jordan Lathon",30,25,25,2.8,7.4,0.381,2,4.7,0.423,0.8,2.7,0.309,1,1.6,0.66,0.8,4.5,5.3,2.7,0.6,0.3,2.1,2.5,7.5,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2846","Tafari Simms",27,13,20.9,2.6,6,0.432,1.9,3.8,0.51,0.7,2.2,0.3,1.2,1.4,0.892,1.2,2.3,3.5,0.5,0.5,0.3,1.4,2,7.1,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2847","Joey St. Pierre",31,29,23.7,2.7,4.6,0.59,2.7,4.6,0.59,0,0,NA,0.8,1.7,0.481,2.2,3.5,5.7,0.8,0.4,1.4,1.5,2.6,6.3,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2848","Vin Baker",27,11,16.3,2.1,4.2,0.504,2,3.5,0.579,0.1,0.7,0.111,0.9,1.4,0.622,1,2.2,3.2,0.4,0.2,0.6,1.1,1.7,5.1,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2849","Markeith Browning II",14,0,12.9,1.6,3.5,0.469,1.4,2.5,0.571,0.2,1,0.214,0.9,1.9,0.5,0.2,1.8,2,0.9,0.6,0,1.9,1.4,4.4,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2850","Devon Hancock",27,6,13,1.1,3.1,0.353,0.3,1,0.296,0.8,2.1,0.379,0.3,0.5,0.692,0.1,1.1,1.2,0.4,0.1,0,0.6,1,3.4,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2851","Moses Bol",25,4,12.1,0.6,1,0.667,0.6,1,0.667,0,0,NA,0.4,0.7,0.611,1.2,2.3,3.5,0.2,0.2,0.8,0.6,1.5,1.7,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2852","Jasin Sinani",21,4,8.9,0.3,1.3,0.259,0.1,0.5,0.3,0.2,0.8,0.235,0.1,0.2,0.6,0,0.8,0.8,0.9,0.1,0,0.5,1,1,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2853","Samba Kane",3,0,8.3,0.3,1,0.333,0.3,1,0.333,0,0,NA,0,0,NA,1,2.7,3.7,0.7,0,0,0.7,1.3,0.7,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2854","Kyle Ross",12,0,1.5,0.2,0.3,0.5,0.1,0.3,0.333,0.1,0.1,1,0,0,NA,0.1,0.3,0.3,0,0.1,0.1,0.1,0,0.4,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2855","Nick Pappas",5,0,1.4,0,0.2,0,0,0.2,0,0,0,NA,0,0,NA,0,0.6,0.6,0.2,0,0,0.2,0.2,0,"https://www.sports-reference.com/cbb/schools/milwaukee/2022.html"
"2856","Kahliel Spear",32,32,32.9,5.9,10.7,0.551,5.6,9.7,0.579,0.3,0.9,0.267,2.7,3.7,0.726,2,5.7,7.7,1.6,0.9,1.1,2.2,2.1,14.7,"https://www.sports-reference.com/cbb/schools/robert-morris/2022.html"
"2857","Rasheem Dunn",12,12,32.3,4.2,10.7,0.391,3.5,8.5,0.412,0.7,2.2,0.308,3.8,5.1,0.738,0.8,2.8,3.7,4.1,1.3,0.1,3.3,1.5,12.8,"https://www.sports-reference.com/cbb/schools/robert-morris/2022.html"
"2858","Michael Green",29,24,31.6,3.7,9.2,0.404,2.5,5.3,0.477,1.2,3.9,0.307,1.8,2.2,0.797,0.4,1.9,2.3,3.3,1.2,0,2.2,2.3,10.4,"https://www.sports-reference.com/cbb/schools/robert-morris/2022.html"
"2859","Enoch Cheeks",32,32,31.2,3.1,7.1,0.438,2.2,4.6,0.479,0.9,2.5,0.363,2.1,2.5,0.827,1.5,3.9,5.4,2.6,1.2,0.8,2.2,2.6,9.2,"https://www.sports-reference.com/cbb/schools/robert-morris/2022.html"
"2860","Kam Farris",24,11,25.9,3.2,7.5,0.425,1.3,2.7,0.469,1.9,4.8,0.4,1,1.3,0.719,0,1.4,1.5,1.3,0.3,0.2,1.3,1.5,9.2,"https://www.sports-reference.com/cbb/schools/robert-morris/2022.html"
"2861","Justin Winston",21,9,20.9,3.4,7.2,0.467,2.6,4.7,0.545,0.8,2.5,0.321,1.1,1.2,0.885,0.3,2.7,3,0.8,0.6,0.5,1.9,2.1,8.7,"https://www.sports-reference.com/cbb/schools/robert-morris/2022.html"
"2862","Jaron Williams",28,17,26.5,2.7,6.4,0.419,2,3.8,0.533,0.7,2.6,0.257,0.9,1.4,0.65,0.7,2.1,2.8,1.2,0.6,0.3,1.6,2,7,"https://www.sports-reference.com/cbb/schools/robert-morris/2022.html"
"2863","Brandon Stone",23,0,16.4,2.6,5,0.509,2,3.8,0.529,0.6,1.3,0.448,0.8,0.9,0.857,1.2,2.3,3.5,0.5,0.5,0.7,1.3,1.9,6.5,"https://www.sports-reference.com/cbb/schools/robert-morris/2022.html"
"2864","Matt Mayers",32,23,17.8,2.4,3.8,0.633,2.3,3.5,0.649,0.1,0.3,0.444,1.1,1.5,0.735,1.6,2.9,4.4,0.5,0.3,0.7,0.9,1.1,6,"https://www.sports-reference.com/cbb/schools/robert-morris/2022.html"
"2865","Ferron Flavors",4,0,16.5,1.5,5.3,0.286,0.3,1.8,0.143,1.3,3.5,0.357,0,0,NA,0,1.3,1.3,0.8,0.8,0,0.5,1.8,4.3,"https://www.sports-reference.com/cbb/schools/robert-morris/2022.html"
"2866","Mattia Acunzo",3,0,7.7,1,3,0.333,0.7,1.7,0.4,0.3,1.3,0.25,0,0,NA,0.3,0.7,1,0,0,0,0.3,0.7,2.3,"https://www.sports-reference.com/cbb/schools/robert-morris/2022.html"
"2867","Tristian Jeffries",11,0,10.5,0.5,2,0.273,0.2,1,0.182,0.4,1,0.364,0.5,0.9,0.6,0.8,0.6,1.5,0.4,0.5,0,0.5,1.5,2,"https://www.sports-reference.com/cbb/schools/robert-morris/2022.html"
"2868","Chase Cook",23,0,6.2,0.3,0.7,0.353,0.1,0.4,0.333,0.1,0.3,0.375,0.1,0.1,1,0,0.4,0.5,0.5,0.1,0,0.7,0.9,0.7,"https://www.sports-reference.com/cbb/schools/robert-morris/2022.html"
"2869","Donovan Ivory",15,9,26.5,3.5,9.1,0.38,2,4.5,0.448,1.5,4.7,0.314,3.5,3.9,0.881,0.4,3.8,4.2,1.8,0.5,1,2.6,2.1,11.9,"https://www.sports-reference.com/cbb/schools/green-bay/2022.html"
"2870","Kamari McGee",30,21,29,4.4,11.3,0.388,3.6,8.3,0.43,0.8,3,0.275,2,2.4,0.808,0.5,2.2,2.8,1.9,1.1,0.1,2.5,2.4,11.6,"https://www.sports-reference.com/cbb/schools/green-bay/2022.html"
"2871","Emmanuel Ansong",28,28,29.3,4.5,8.8,0.512,4.1,7.2,0.569,0.4,1.6,0.25,1.6,2.8,0.577,1.9,3.1,5,0.6,0.9,0.6,1.7,1.8,11,"https://www.sports-reference.com/cbb/schools/green-bay/2022.html"
"2872","Cade Meyer",30,30,24.1,3.3,6.9,0.478,3.1,5.8,0.526,0.2,1.1,0.219,2.2,3,0.736,1.5,2.8,4.3,0.7,0.5,0.3,1.3,1.8,9.1,"https://www.sports-reference.com/cbb/schools/green-bay/2022.html"
"2873","Japannah Kellogg",27,21,24.3,2.6,5.3,0.486,2.6,5.2,0.496,0,0.1,0,1.5,2.9,0.532,1.6,2.4,4,0.6,0.5,0.6,1.2,1.6,6.7,"https://www.sports-reference.com/cbb/schools/green-bay/2022.html"
"2874","Nate Jenkins",23,10,21,1.9,4.7,0.404,1.1,2.5,0.448,0.8,2.2,0.353,1.8,2.3,0.778,0.3,1.6,1.9,1.1,0.5,0,1.3,2.1,6.4,"https://www.sports-reference.com/cbb/schools/green-bay/2022.html"
"2875","Lucas Stieber",28,21,24.2,1.4,3.8,0.377,0.6,1.3,0.514,0.8,2.5,0.31,0.5,0.7,0.737,0.2,2.7,2.9,3.5,0.5,0.4,1.5,1.5,4.1,"https://www.sports-reference.com/cbb/schools/green-bay/2022.html"
"2876","Randy Tucker",30,3,17.3,1.3,4.2,0.299,0.7,1.6,0.449,0.5,2.6,0.205,0.3,0.5,0.714,0.6,1.7,2.3,0.7,0.3,0.2,0.6,1.4,3.4,"https://www.sports-reference.com/cbb/schools/green-bay/2022.html"
"2877","Ryan Claflin",27,4,15.6,1.1,3.1,0.345,0.3,0.6,0.438,0.8,2.5,0.324,0,0.1,0.5,0.2,0.9,1.1,0.6,0.5,0.2,0.7,1.6,3,"https://www.sports-reference.com/cbb/schools/green-bay/2022.html"
"2878","Cem Kirciman",26,1,10.2,1,2.2,0.474,0.7,1.3,0.559,0.3,0.9,0.348,0.5,0.8,0.667,0.5,1.2,1.7,0.7,0.4,0,0.8,1.3,2.9,"https://www.sports-reference.com/cbb/schools/green-bay/2022.html"
"2879","Mitch Listau",12,2,8.9,0.5,1.7,0.3,0.1,0.3,0.25,0.4,1.3,0.313,0.9,0.9,1,0.1,0.5,0.6,0.3,0,0,0.5,0.3,2.3,"https://www.sports-reference.com/cbb/schools/green-bay/2022.html"
"2880","Tutu Majok",6,0,5.7,0.7,2.2,0.308,0.7,1.3,0.5,0,0.8,0,0.7,0.8,0.8,0.8,0.7,1.5,0,0,0,0.2,0.2,2,"https://www.sports-reference.com/cbb/schools/green-bay/2022.html"
"2881","Blayton Williams",7,0,3.6,0.1,0.4,0.333,0.1,0.3,0.5,0,0.1,0,0,0,NA,0,0.3,0.3,0,0,0,0.4,0.1,0.3,"https://www.sports-reference.com/cbb/schools/green-bay/2022.html"
"2882","B.J. Maxwell",28,27,33.7,4.5,12.3,0.367,3.2,7.4,0.433,1.3,4.8,0.267,2.3,2.8,0.818,1.4,3.6,5,1.1,1.2,0.5,1.9,2.9,12.5,"https://www.sports-reference.com/cbb/schools/iupui/2022.html"
"2883","Bakari LaStrap",28,12,24.5,3.1,8.2,0.378,2.8,7.2,0.393,0.3,1,0.276,1.5,2.3,0.631,0.5,1.5,2,2.5,0.7,0,3.3,2.1,8,"https://www.sports-reference.com/cbb/schools/iupui/2022.html"
"2884","Mike DePersia",24,16,30,2.1,5.7,0.375,1.1,2.9,0.377,1,2.8,0.373,1.1,1.7,0.659,0.6,2.4,3,3.5,1,0.1,1.3,2,6.4,"https://www.sports-reference.com/cbb/schools/iupui/2022.html"
"2885","Nathan McClure",28,26,31,2.2,5.8,0.377,1.1,2.4,0.448,1.1,3.4,0.326,0.9,1.3,0.714,1.8,3.5,5.3,1.1,1.1,0.1,1.9,2.5,6.4,"https://www.sports-reference.com/cbb/schools/iupui/2022.html"
"2886","Azariah Seay",17,4,18.2,2.5,6.8,0.371,2.1,4.3,0.479,0.5,2.5,0.186,0.9,1.1,0.789,1.1,1.8,2.9,0.7,0.6,0.1,1.5,2.1,6.4,"https://www.sports-reference.com/cbb/schools/iupui/2022.html"
"2887","Chuks Isitua",29,14,21.7,2.2,4.3,0.52,2.2,4.3,0.52,0,0,NA,1.1,1.9,0.574,1.6,3,4.6,0.3,0.5,0.8,1.6,2.7,5.6,"https://www.sports-reference.com/cbb/schools/iupui/2022.html"
"2888","KJ Pruitt",10,10,27,1.9,4.6,0.413,1.5,3.2,0.469,0.4,1.4,0.286,0.8,1.3,0.615,0.8,2.3,3.1,1.8,1,0.4,3.1,1.9,5,"https://www.sports-reference.com/cbb/schools/iupui/2022.html"
"2889","Boston Stanton III",28,19,25.1,1.6,5.9,0.279,0.8,2.9,0.288,0.8,3,0.271,0.6,0.8,0.696,0.1,1.9,2.1,1,0.6,0.1,2.6,1.8,4.7,"https://www.sports-reference.com/cbb/schools/iupui/2022.html"
"2890","Jonah Carrasco",19,16,19.4,1.6,3.4,0.484,1.6,3.4,0.484,0,0,NA,1.2,2.3,0.5,1.6,2.2,3.8,0.4,0.3,1.1,1.2,2.3,4.4,"https://www.sports-reference.com/cbb/schools/iupui/2022.html"
"2891","Bobby Harvey",9,1,19.3,1.4,5.3,0.271,0.3,1.9,0.176,1.1,3.4,0.323,0.2,0.3,0.667,0.4,2.1,2.6,0.8,0.3,0.1,0.8,2,4.2,"https://www.sports-reference.com/cbb/schools/iupui/2022.html"
"2892","Dimitar Pandev",16,0,8,0.9,2,0.469,0.7,1.3,0.55,0.3,0.8,0.333,0.5,0.8,0.615,0.6,1.2,1.8,0.4,0.1,0.1,0.6,0.6,2.6,"https://www.sports-reference.com/cbb/schools/iupui/2022.html"
"2893","Tosan Evbuomwan",28,27,30,6.6,12.1,0.541,6.5,11.5,0.563,0.1,0.6,0.118,2.8,5,0.564,2.5,4.2,6.7,5.1,1.4,0.3,2.5,2.7,16,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2894","Jaelin Llewellyn",28,28,32.5,6,13.4,0.447,3.7,7.5,0.495,2.3,5.9,0.386,1.4,2,0.696,1,3.1,4.1,2.5,0.7,0.1,1.8,1.6,15.7,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2895","Ethan Wright",30,30,32.1,5.6,11.2,0.5,3.3,5.3,0.616,2.3,5.9,0.395,1.2,1.7,0.706,1.1,5.8,6.9,1.7,1.1,0.3,1.6,2,14.7,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2896","Ryan Langborg",29,22,30.2,3.6,7.8,0.463,1.3,2.2,0.609,2.3,5.6,0.405,1.1,1.4,0.805,0.3,3.1,3.5,1.8,0.8,0.3,1,2,10.7,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2897","Drew Friberg",30,30,29.9,3.1,7.6,0.414,0.6,1.3,0.5,2.5,6.3,0.397,0.6,0.8,0.708,0.5,3,3.6,1.3,0.9,0.1,0.5,1.7,9.3,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2898","Keeshawn Kellman",8,5,8.4,2.3,3.1,0.72,2.3,3.1,0.72,0,0,NA,0.5,0.8,0.667,1,1.4,2.4,0.5,0.4,0.5,1.4,0.9,5,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2899","Matt Allocco",30,2,21.4,1.5,2.9,0.511,0.9,1.5,0.565,0.6,1.4,0.452,0.5,0.9,0.577,0.5,2.3,2.8,1.5,0.6,0.1,0.7,1.4,4.1,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2900","Konrad Kiszka",1,0,8,2,3,0.667,2,2,1,0,1,0,0,0,NA,0,0,0,2,0,0,0,1,4,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2901","Darius Gakwasi",7,0,7.6,1.3,2.9,0.45,1,1.6,0.636,0.3,1.3,0.222,0.3,0.3,1,0.1,1.1,1.3,1,0.4,0.3,0.4,0.4,3.1,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2902","Mason Hooks",23,1,7,1.3,2.5,0.544,1.3,2.4,0.554,0,0,0,0.4,0.6,0.769,0.9,0.8,1.7,0.7,0.1,0.1,0.5,0.8,3.1,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2903","Max Johns",30,1,7.4,1.2,1.8,0.648,0.9,1.1,0.765,0.3,0.7,0.45,0.2,0.3,0.5,0.2,1.1,1.3,0.5,0.3,0,0.6,0.7,2.8,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2904","Zach Martini",16,2,8,0.9,2.1,0.412,0.6,0.9,0.6,0.3,1.2,0.263,0.1,0.4,0.333,0.4,1.2,1.6,0.2,0,0.1,0.5,1.1,2.2,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2905","Philip Byriel",7,0,4.1,0.9,1.4,0.6,0.4,0.4,1,0.4,1,0.429,0,0,NA,0.1,1.3,1.4,0.1,0.3,0.1,0.1,0.4,2.1,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2906","Elijah Barnes",25,2,6.2,0.7,1.3,0.545,0.4,0.7,0.647,0.3,0.6,0.438,0.1,0.4,0.333,0.3,0.9,1.2,0.3,0.1,0.4,0.2,0.6,1.8,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2907","Blake Peters",13,0,4.9,0.5,1.4,0.389,0.2,0.3,0.75,0.3,1.1,0.286,0,0,NA,0.2,0.7,0.9,0.3,0.1,0,0.4,0.4,1.4,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2908","Jacob O'Connell",9,0,2.8,0.3,1.1,0.3,0.2,0.9,0.25,0.1,0.2,0.5,0.2,0.2,1,0.2,0.7,0.9,0.4,0.1,0,0.1,0,1,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2909","Leyi Adebayo",8,0,2,0.1,0.3,0.5,0.1,0.3,0.5,0,0,NA,0.1,0.3,0.5,0,0.3,0.3,0,0,0,0.1,0.1,0.4,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2910","Charlie Bagin",9,0,2.3,0.2,0.7,0.333,0.2,0.3,0.667,0,0.3,0,0,0,NA,0.3,0,0.3,0.3,0.1,0,0.2,0.1,0.4,"https://www.sports-reference.com/cbb/schools/princeton/2022.html"
"2911","Azar Swain",31,31,33,6.5,15.5,0.42,4.2,9,0.471,2.3,6.5,0.348,3.9,4.4,0.891,0.4,3.8,4.1,1.6,0.8,0.1,2.3,1.2,19.2,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2912","Jalen Gabbidon",31,30,28.3,3.7,7.8,0.475,2.7,4.4,0.615,1,3.5,0.299,2.8,3.5,0.806,0.9,2.7,3.6,1.5,1.4,0.4,2.2,2.8,11.3,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2913","Matt Knowling",31,18,21.6,3,4.9,0.605,2.9,4.8,0.607,0,0.1,0.5,1.2,1.7,0.685,0.9,3.1,4,1.3,0.5,0.2,0.8,1.2,7.2,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2914","Matthue Cotton",31,13,22.5,2.5,7.4,0.338,1.1,2.9,0.367,1.4,4.5,0.319,0.7,1.1,0.676,0.6,3.1,3.6,1,0.5,0.1,0.7,1.2,7.1,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2915","Ed Jarvis",22,5,17,2.8,6,0.473,2.8,5.6,0.5,0,0.3,0,1,1.8,0.538,1.9,2.6,4.5,1,0.5,0.8,0.7,2.2,6.6,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2916","Isaiah Kelly",30,27,21.7,2.2,4.7,0.475,2,4,0.5,0.2,0.7,0.333,1.4,2.2,0.627,1.4,2.8,4.2,1.5,0.3,0.9,1.5,2.3,6.1,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2917","Bez Mbeng",28,17,19.9,1.6,3.6,0.431,1.3,2.7,0.487,0.3,0.9,0.269,1.4,1.9,0.717,0.3,2.8,3.1,1.9,1.3,0.3,1.5,1.9,4.8,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2918","Eze Dike",19,13,16.1,1.5,4,0.368,0.9,2.3,0.395,0.6,1.7,0.333,0.8,1.3,0.6,0.3,1.2,1.4,1.3,0.5,0.2,1.3,2.6,4.3,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2919","August Mahoney",29,1,14.7,1.3,3.2,0.402,0.5,1.1,0.455,0.8,2,0.373,0.7,0.9,0.8,0.3,2.3,2.6,0.9,0.2,0,1.1,1.7,4,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2920","Jack Molloy",11,0,7.5,0.9,2.2,0.417,0.6,1.5,0.438,0.3,0.7,0.375,0.5,0.8,0.667,0.5,0.9,1.5,0.1,0.2,0.2,0.6,1.3,2.6,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2921","Yussif Basa-Ama",22,0,8.9,1,1.6,0.611,1,1.4,0.71,0,0.2,0,0,0.3,0.143,0.7,1.5,2.2,0.6,0.4,0.5,0.7,1.5,2,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2922","John Poulakidas",20,0,5.1,0.7,1.9,0.378,0.4,0.9,0.444,0.3,1,0.316,0.2,0.2,1,0.1,0.4,0.5,0.1,0.1,0.1,0.1,0.4,1.9,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2923","Michael Feinberg",23,0,8.1,0.7,1.6,0.405,0.4,1.2,0.37,0.2,0.4,0.5,0.2,0.3,0.571,0.5,1,1.5,0.5,0.2,0.1,0.4,0.7,1.7,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2924","Jake Lanford",5,0,2.8,0.6,1,0.6,0.6,1,0.6,0,0,NA,0.4,0.6,0.667,0.2,0.2,0.4,0,0,0,0.4,0.8,1.6,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2925","Luke Kolaja",8,0,2.6,0.4,1.4,0.273,0,0.1,0,0.4,1.3,0.3,0,0,NA,0.1,0.3,0.4,0.1,0,0,0.4,0,1.1,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2926","Emir Buyukhanli",6,0,2.8,0.3,0.3,1,0.2,0.2,1,0.2,0.2,1,0,0,NA,0,0.7,0.7,0.2,0.2,0,0.3,0,0.8,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
